region,subregion,dop2,DOY2,DOY3,CWAD_mean,CWAD_sd
iowa,davis,Sep-15,Jun-1,Jun-1,5156.548306765,1402.6557820642315
iowa,davis,Sep-15,Jun-15,Jun-15,5176.36070032,1409.2135466273971
iowa,davis,Sep-15,Jul-1,Jul-1,5177.297515293333,1409.5051971744929
iowa,davis,Sep-15,Jul-15,Jul-15,5177.297515293333,1409.5051971744929
iowa,davis,Oct-7,Apr-1,Apr-1,1340.7338431783332,1040.476918631187
iowa,davis,Oct-7,Apr-15,Apr-15,2281.9531629233334,1186.8518256007458
iowa,davis,Oct-7,May-1,May-1,3416.0242613516666,1017.8194735861888
iowa,davis,Oct-7,May-15,May-15,4194.574706665,839.5598368444109
iowa,davis,Oct-7,Jun-1,Jun-1,4740.892678625,747.6296224480342
iowa,davis,Oct-7,Jun-15,Jun-15,4920.557960543333,706.8219969097753
iowa,davis,Oct-7,Jul-1,Jul-1,4960.165228538333,692.1306668296853
iowa,davis,Oct-7,Jul-15,Jul-15,4961.0382443416665,691.7503859566307
iowa,davis,Nov-1,Apr-1,Apr-1,239.92734818666668,373.65559294167434
iowa,davis,Nov-1,Apr-15,Apr-15,674.1289250766666,790.7114640623159
iowa,davis,Nov-1,May-1,May-1,1644.6565759183334,1087.5443286467364
iowa,davis,Nov-1,May-15,May-15,2816.1975269833333,991.2521768439125
iowa,davis,Nov-1,Jun-1,Jun-1,3868.329945801667,745.7066356884847
iowa,davis,Nov-1,Jun-15,Jun-15,4350.265141621667,603.8390221624832
iowa,davis,Nov-1,Jul-1,Jul-1,4564.350236428333,513.2696825274887
iowa,davis,Nov-1,Jul-15,Jul-15,4593.008088541666,496.93873819043534
iowa,decatur,Sep-15,Apr-1,Apr-1,3402.977632615,1039.984867042094
iowa,decatur,Sep-15,Apr-15,Apr-15,4133.799585901666,1086.532331770221
iowa,decatur,Sep-15,May-1,May-1,4734.488456176667,1178.9676357818964
iowa,decatur,Sep-15,May-15,May-15,5077.175699466667,1263.4511482696319
iowa,decatur,Sep-15,Jun-1,Jun-1,5259.648470818333,1308.3507929853129
iowa,decatur,Sep-15,Jun-15,Jun-15,5287.19402742,1314.65504197001
iowa,decatur,Sep-15,Jul-1,Jul-1,5288.645754585,1315.0376393883423
iowa,decatur,Sep-15,Jul-15,Jul-15,5288.645754585,1315.0376393883423
iowa,decatur,Oct-7,Apr-1,Apr-1,1299.2175897666666,1068.009693975412
iowa,decatur,Oct-7,Apr-15,Apr-15,2220.371828195,1274.653985305496
iowa,decatur,Oct-7,May-1,May-1,3362.2527719,1097.672297272174
iowa,decatur,Oct-7,May-15,May-15,4196.82569112,833.7021460823134
iowa,decatur,Oct-7,Jun-1,Jun-1,4779.949832915,638.4300435465578
iowa,decatur,Oct-7,Jun-15,Jun-15,4986.733098305,541.3355854494923
iowa,decatur,Oct-7,Jul-1,Jul-1,5036.903813536666,504.8333337400413
iowa,decatur,Oct-7,Jul-15,Jul-15,5038.265947895,503.7023064456198
iowa,decatur,Nov-1,Apr-1,Apr-1,213.23549648833333,323.3002978842856
iowa,decatur,Nov-1,Apr-15,Apr-15,628.8768865816667,740.7720012273633
iowa,decatur,Nov-1,May-1,May-1,1535.7323951783333,1090.9720007915423
iowa,decatur,Nov-1,May-15,May-15,2674.6385425533335,1074.3478259166382
iowa,decatur,Nov-1,Jun-1,Jun-1,3745.98843878,879.0024552447346
iowa,decatur,Nov-1,Jun-15,Jun-15,4253.100560955,790.7566878797683
iowa,decatur,Nov-1,Jul-1,Jul-1,4485.250675661667,739.3246242942192
iowa,decatur,Nov-1,Jul-15,Jul-15,4519.869513231667,728.7693122106567
iowa,delaware,Sep-15,Apr-1,Apr-1,1650.2087752166667,1150.5108290535904
iowa,delaware,Sep-15,Apr-15,Apr-15,2559.3884881333333,1276.3025155655948
iowa,delaware,Sep-15,May-1,May-1,3753.2742214854165,1224.5463979372373
iowa,delaware,Sep-15,May-15,May-15,4662.129468058333,1118.8897064484868
iowa,delaware,Sep-15,Jun-1,Jun-1,5362.367608145833,1096.9051258080722
iowa,delaware,Sep-15,Jun-15,Jun-15,5630.16304350625,1068.8810863500587
iowa,delaware,Sep-15,Jul-1,Jul-1,5701.836991625,1048.982171674773
iowa,delaware,Sep-15,Jul-15,Jul-15,5705.8796866645835,1046.5973548870738
iowa,delaware,Oct-7,Apr-1,Apr-1,235.32677027916665,388.20259705950843
iowa,delaware,Oct-7,Apr-15,Apr-15,584.4595840083333,805.7268320031981
iowa,delaware,Oct-7,May-1,May-1,1397.6471152833333,1159.9355165904979
iowa,delaware,Oct-7,May-15,May-15,2590.3697076625,1179.892861187968
iowa,delaware,Oct-7,Jun-1,Jun-1,3929.573524125,952.3260689897925
iowa,delaware,Oct-7,Jun-15,Jun-15,4632.902639939583,761.5214308648644
iowa,delaware,Oct-7,Jul-1,Jul-1,4990.432161254167,634.5721338329718
iowa,delaware,Oct-7,Jul-15,Jul-15,5060.294052695834,601.0066387859213
iowa,delaware,Nov-1,Apr-1,Apr-1,16.131553441666668,31.107284594439037
iowa,delaware,Nov-1,Apr-15,Apr-15,82.56271641041667,167.20613440297015
iowa,delaware,Nov-1,May-1,May-1,364.56394235416667,560.2458435919802
iowa,delaware,Nov-1,May-15,May-15,1047.9430862291667,998.0977081711617
iowa,delaware,Nov-1,Jun-1,Jun-1,2529.5393825604165,1099.2591688458915
iowa,delaware,Nov-1,Jun-15,Jun-15,3685.338293152083,880.5662974153901
iowa,delaware,Nov-1,Jul-1,Jul-1,4459.351648945833,678.5012227275071
iowa,delaware,Nov-1,Jul-15,Jul-15,4724.111288852083,602.7223923042046
iowa,des moines,Sep-15,Apr-1,Apr-1,3430.291787219608,1051.8164566116845
iowa,des moines,Sep-15,Apr-15,Apr-15,4207.139198696078,1199.3782300270943
iowa,des moines,Sep-15,May-1,May-1,4899.150094447059,1401.7008106855171
iowa,des moines,Sep-15,May-15,May-15,5286.462519929411,1546.0639757511237
iowa,des moines,Sep-15,Jun-1,Jun-1,5476.18488622549,1620.0837436229617
iowa,des moines,Sep-15,Jun-15,Jun-15,5502.402375737255,1630.2342677898575
iowa,des moines,Sep-15,Jul-1,Jul-1,5503.757544880392,1630.7271626272186
iowa,des moines,Sep-15,Jul-15,Jul-15,5503.757544880392,1630.7271626272186
iowa,des moines,Oct-7,Apr-1,Apr-1,1329.0590177803922,1081.9410728409819
iowa,des moines,Oct-7,Apr-15,Apr-15,2277.9282795215686,1273.6007689151425
iowa,des moines,Oct-7,May-1,May-1,3504.7152347705883,1154.4357963686502
iowa,des moines,Oct-7,May-15,May-15,4404.842268880392,951.8867410356543
iowa,des moines,Oct-7,Jun-1,Jun-1,5042.744621498039,800.5143112204968
iowa,des moines,Oct-7,Jun-15,Jun-15,5250.641347039215,735.8449339275573
iowa,des moines,Oct-7,Jul-1,Jul-1,5297.163588596079,713.9222255065952
iowa,des moines,Oct-7,Jul-15,Jul-15,5298.657741105882,712.7745526046116
iowa,des moines,Nov-1,Apr-1,Apr-1,226.0840352,367.41365468532643
iowa,des moines,Nov-1,Apr-15,Apr-15,635.8322142078431,797.5742314125516
iowa,des moines,Nov-1,May-1,May-1,1575.6645961450981,1140.246258561079
iowa,des moines,Nov-1,May-15,May-15,2759.667885245098,1138.79412403029
iowa,des moines,Nov-1,Jun-1,Jun-1,3906.9876078568627,977.9951827360308
iowa,des moines,Nov-1,Jun-15,Jun-15,4447.384969639215,890.0496963422619
iowa,des moines,Nov-1,Jul-1,Jul-1,4685.437421127451,849.1782795047452
iowa,des moines,Nov-1,Jul-15,Jul-15,4720.233575184314,842.4095462438128
iowa,dickinson,Sep-15,Apr-1,Apr-1,1323.908738440476,1077.6531739101506
iowa,dickinson,Sep-15,Apr-15,Apr-15,2145.6563218190477,1317.1328057457727
iowa,dickinson,Sep-15,May-1,May-1,3401.0174814309526,1319.8950724787749
iowa,dickinson,Sep-15,May-15,May-15,4489.068388604762,1122.9341241436716
iowa,dickinson,Sep-15,Jun-1,Jun-1,5360.100331330952,965.0425256406355
iowa,dickinson,Sep-15,Jun-15,Jun-15,5707.863680864286,858.6839643294841
iowa,dickinson,Sep-15,Jul-1,Jul-1,5809.637229895238,818.8765124991419
iowa,dickinson,Sep-15,Jul-15,Jul-15,5817.574816507143,812.4786016505923
iowa,dickinson,Oct-7,Apr-1,Apr-1,148.51050237380952,287.16593345598073
iowa,dickinson,Oct-7,Apr-15,Apr-15,407.51119894047616,636.8670264885776
iowa,dickinson,Oct-7,May-1,May-1,1083.8736308785715,1077.6098205235762
iowa,dickinson,Oct-7,May-15,May-15,2188.223648409524,1218.0626727011936
iowa,dickinson,Oct-7,Jun-1,Jun-1,3666.3184838666666,1002.1611653670489
iowa,dickinson,Oct-7,Jun-15,Jun-15,4512.941512583333,662.135453186776
iowa,dickinson,Oct-7,Jul-1,Jul-1,4965.307144804762,425.57719532214065
iowa,dickinson,Oct-7,Jul-15,Jul-15,5068.6839693095235,346.07866957777975
iowa,dickinson,Nov-1,Apr-1,Apr-1,8.857112454761905,26.657155435288093
iowa,dickinson,Nov-1,Apr-15,Apr-15,45.73647410952381,114.05203636320664
iowa,dickinson,Nov-1,May-1,May-1,249.4721350095238,448.8628239247777
iowa,dickinson,Nov-1,May-15,May-15,798.194082952381,876.2786663815642
iowa,dickinson,Nov-1,Jun-1,Jun-1,2138.092611714286,1195.775087446222
iowa,dickinson,Nov-1,Jun-15,Jun-15,3348.159368085714,1070.146320389641
iowa,dickinson,Nov-1,Jul-1,Jul-1,4238.093751273809,942.4040305139887
iowa,dickinson,Nov-1,Jul-15,Jul-15,4569.671121030952,904.7911113646159
iowa,dubuque,Sep-15,Apr-1,Apr-1,1681.4324317545454,1076.6912690697197
iowa,dubuque,Sep-15,Apr-15,Apr-15,2491.485520909091,1081.5941723278545
iowa,dubuque,Sep-15,May-1,May-1,3428.405101607576,891.2509462025461
iowa,dubuque,Sep-15,May-15,May-15,4073.936632251515,746.5264586325018
iowa,dubuque,Sep-15,Jun-1,Jun-1,4568.773567866667,730.2038841603629
iowa,dubuque,Sep-15,Jun-15,Jun-15,4776.7809546984845,717.2268352783722
iowa,dubuque,Sep-15,Jul-1,Jul-1,4838.375072895455,706.5499206390397
iowa,dubuque,Sep-15,Jul-15,Jul-15,4842.2607583515155,705.0799327456931
iowa,dubuque,Oct-7,Apr-1,Apr-1,251.77685467424243,408.78279167812485
iowa,dubuque,Oct-7,Apr-15,Apr-15,613.6124060560606,812.301573231077
iowa,dubuque,Oct-7,May-1,May-1,1418.0867059515151,1082.3574341730075
iowa,dubuque,Oct-7,May-15,May-15,2525.2463954651516,1003.5777751474735
iowa,dubuque,Oct-7,Jun-1,Jun-1,3620.5786974,748.1408026116537
iowa,dubuque,Oct-7,Jun-15,Jun-15,4174.430493190909,588.3394381288931
iowa,dubuque,Oct-7,Jul-1,Jul-1,4475.1224338833335,481.56755317074555
iowa,dubuque,Oct-7,Jul-15,Jul-15,4537.69873475303,451.11985137063976
iowa,dubuque,Nov-1,Apr-1,Apr-1,17.70774628030303,34.50512431560666
iowa,dubuque,Nov-1,Apr-15,Apr-15,88.36164561969697,174.69911598403021
iowa,dubuque,Nov-1,May-1,May-1,383.902551,571.8225856438149
iowa,dubuque,Nov-1,May-15,May-15,1065.293749809091,963.6896727231588
iowa,dubuque,Nov-1,Jun-1,Jun-1,2440.4202183969696,1010.1949301295779
iowa,dubuque,Nov-1,Jun-15,Jun-15,3416.5447619545453,877.7984230312144
iowa,dubuque,Nov-1,Jul-1,Jul-1,4051.5301064727273,832.0319056310157
iowa,dubuque,Nov-1,Jul-15,Jul-15,4274.725901654546,827.2405834172016
iowa,emmet,Sep-15,Apr-1,Apr-1,1182.3635822583333,1038.3896614853934
iowa,emmet,Sep-15,Apr-15,Apr-15,2000.8806988944443,1316.2284647590961
iowa,emmet,Sep-15,May-1,May-1,3301.926611647222,1347.4460336220855
iowa,emmet,Sep-15,May-15,May-15,4476.636677888889,1115.1659910286087
iowa,emmet,Sep-15,Jun-1,Jun-1,5446.03953225,861.8232007519796
iowa,emmet,Sep-15,Jun-15,Jun-15,5835.829378133333,678.8199151383564
iowa,emmet,Sep-15,Jul-1,Jul-1,5952.988974936111,606.0144693242019
iowa,emmet,Sep-15,Jul-15,Jul-15,5962.807715877778,593.4244553799738
iowa,emmet,Oct-7,Apr-1,Apr-1,115.07871258055556,216.08570045733595
iowa,emmet,Oct-7,Apr-15,Apr-15,341.99822459722225,540.9054274703261
iowa,emmet,Oct-7,May-1,May-1,978.692880825,999.4136422055769
iowa,emmet,Oct-7,May-15,May-15,2066.357842747222,1180.0173505885136
iowa,emmet,Oct-7,Jun-1,Jun-1,3603.549876555556,1004.6631562175675
iowa,emmet,Oct-7,Jun-15,Jun-15,4501.944994244444,669.1532805499417
iowa,emmet,Oct-7,Jul-1,Jul-1,4990.825087097222,419.9950931058773
iowa,emmet,Oct-7,Jul-15,Jul-15,5106.7597701,329.75623307625955
iowa,emmet,Nov-1,Apr-1,Apr-1,6.1896527472222225,16.758160221923468
iowa,emmet,Nov-1,Apr-15,Apr-15,33.47704874722222,79.14167855655536
iowa,emmet,Nov-1,May-1,May-1,208.0524285638889,367.11381458959806
iowa,emmet,Nov-1,May-15,May-15,721.9364460277777,788.5746991249828
iowa,emmet,Nov-1,Jun-1,Jun-1,2088.5089630055554,1125.543186105893
iowa,emmet,Nov-1,Jun-15,Jun-15,3353.5791540055557,971.0810995145954
iowa,emmet,Nov-1,Jul-1,Jul-1,4306.8867948805555,768.1455960473776
iowa,emmet,Nov-1,Jul-15,Jul-15,4666.574379466667,686.4512701856697
iowa,fayette,Sep-15,Apr-1,Apr-1,1477.437609565,1113.8433654320024
iowa,fayette,Sep-15,Apr-15,Apr-15,2317.6590717916665,1266.2817523305157
iowa,fayette,Sep-15,May-1,May-1,3471.9428491266667,1223.1644133395625
iowa,fayette,Sep-15,May-15,May-15,4359.878485411667,1097.3920776690516
iowa,fayette,Sep-15,Jun-1,Jun-1,5052.174157206667,1061.329593591694
iowa,fayette,Sep-15,Jun-15,Jun-15,5335.972325793334,1025.83176863872
iowa,fayette,Sep-15,Jul-1,Jul-1,5420.799184366667,1001.5292926903032
iowa,fayette,Sep-15,Jul-15,Jul-15,5427.265766323333,997.9186587672898
iowa,fayette,Oct-7,Apr-1,Apr-1,186.91813907,313.079653228149
iowa,fayette,Oct-7,Apr-15,Apr-15,488.39516142,713.661774123987
iowa,fayette,Oct-7,May-1,May-1,1216.0854169816666,1110.9721204264508
iowa,fayette,Oct-7,May-15,May-15,2334.121215805,1179.644418384664
iowa,fayette,Oct-7,Jun-1,Jun-1,3656.0296200233333,971.632175654625
iowa,fayette,Oct-7,Jun-15,Jun-15,4372.182659216666,779.6690941919777
iowa,fayette,Oct-7,Jul-1,Jul-1,4756.02982865,652.1919407446043
iowa,fayette,Oct-7,Jul-15,Jul-15,4842.565475201666,612.1945126158527
iowa,fayette,Nov-1,Apr-1,Apr-1,10.864377073333333,20.863952244262645
iowa,fayette,Nov-1,Apr-15,Apr-15,57.956542213333336,116.91974942851374
iowa,fayette,Nov-1,May-1,May-1,294.77161914666664,469.79858389362056
iowa,fayette,Nov-1,May-15,May-15,897.429640225,937.2510486380655
iowa,fayette,Nov-1,Jun-1,Jun-1,2271.78042484,1134.0783334797309
iowa,fayette,Nov-1,Jun-15,Jun-15,3380.7479447883334,1053.843668058125
iowa,fayette,Nov-1,Jul-1,Jul-1,4129.818101923333,1036.0340167120937
iowa,fayette,Nov-1,Jul-15,Jul-15,4397.881359613333,1038.6191170893385
iowa,floyd,Sep-15,Apr-1,Apr-1,1515.7206434933332,1160.8992845482983
iowa,floyd,Sep-15,Apr-15,Apr-15,2391.6793270155554,1349.6714243921313
iowa,floyd,Sep-15,May-1,May-1,3668.133410282222,1335.2543795621225
iowa,floyd,Sep-15,May-15,May-15,4729.85312844,1153.6012507886976
iowa,floyd,Sep-15,Jun-1,Jun-1,5555.525727508889,1023.3411935094124
iowa,floyd,Sep-15,Jun-15,Jun-15,5864.256176397777,940.7706006844321
iowa,floyd,Sep-15,Jul-1,Jul-1,5945.616589535555,906.9355252320265
iowa,floyd,Sep-15,Jul-15,Jul-15,5951.204582064444,902.283486013363
iowa,floyd,Oct-7,Apr-1,Apr-1,189.3162487311111,313.56003887794316
iowa,floyd,Oct-7,Apr-15,Apr-15,488.8018895133333,704.3313896617738
iowa,floyd,Oct-7,May-1,May-1,1239.8547305777777,1131.2421986625866
iowa,floyd,Oct-7,May-15,May-15,2429.8559116711112,1230.9514715639132
iowa,floyd,Oct-7,Jun-1,Jun-1,3888.0700481644444,995.9099997130564
iowa,floyd,Oct-7,Jun-15,Jun-15,4674.58339544,711.087428232748
iowa,floyd,Oct-7,Jul-1,Jul-1,5069.399560542222,514.5842130252721
iowa,floyd,Oct-7,Jul-15,Jul-15,5152.706216204445,454.92885893538136
iowa,floyd,Nov-1,Apr-1,Apr-1,10.411682975555555,20.107249264152365
iowa,floyd,Nov-1,Apr-15,Apr-15,57.08066550888889,117.31901524883347
iowa,floyd,Nov-1,May-1,May-1,296.79799497333335,472.938634644538
iowa,floyd,Nov-1,May-15,May-15,928.8866898511111,954.7011618757608
iowa,floyd,Nov-1,Jun-1,Jun-1,2383.022468937778,1180.9602326460113
iowa,floyd,Nov-1,Jun-15,Jun-15,3571.7085677244445,1046.1807450548777
iowa,floyd,Nov-1,Jul-1,Jul-1,4384.492433753333,933.4130701443065
iowa,floyd,Nov-1,Jul-15,Jul-15,4670.553570304444,900.468046031718
iowa,franklin,Sep-15,Apr-1,Apr-1,1718.7783888816666,1239.132263956055
iowa,franklin,Sep-15,Apr-15,Apr-15,2648.48512767,1376.8042342965837
iowa,franklin,Sep-15,May-1,May-1,3908.7861146066666,1286.5018478950537
iowa,franklin,Sep-15,May-15,May-15,4902.1373557,1075.5826266078502
iowa,franklin,Sep-15,Jun-1,Jun-1,5641.189619193334,942.2600877926238
iowa,franklin,Sep-15,Jun-15,Jun-15,5900.520227706666,864.774545915241
iowa,franklin,Sep-15,Jul-1,Jul-1,5959.639590365,836.6231576302969
iowa,franklin,Sep-15,Jul-15,Jul-15,5962.560214341666,833.9518640770028
iowa,franklin,Oct-7,Apr-1,Apr-1,236.90414835166666,386.39999638532186
iowa,franklin,Oct-7,Apr-15,Apr-15,583.4730655716667,797.5937002062652
iowa,franklin,Oct-7,May-1,May-1,1404.9592011616667,1186.2348030551348
iowa,franklin,Oct-7,May-15,May-15,2634.6699604883333,1203.3085426380994
iowa,franklin,Oct-7,Jun-1,Jun-1,4043.7621851416666,925.6904828848919
iowa,franklin,Oct-7,Jun-15,Jun-15,4766.320231341667,636.6764355224934
iowa,franklin,Oct-7,Jul-1,Jul-1,5106.803109706667,447.454413143656
iowa,franklin,Oct-7,Jul-15,Jul-15,5169.44941981,396.4229560023577
iowa,franklin,Nov-1,Apr-1,Apr-1,14.56425701,29.946126131433644
iowa,franklin,Nov-1,Apr-15,Apr-15,76.61269382166667,159.77863724033782
iowa,franklin,Nov-1,May-1,May-1,358.93372573833335,555.7220909948537
iowa,franklin,Nov-1,May-15,May-15,1060.672607795,998.4482300638002
iowa,franklin,Nov-1,Jun-1,Jun-1,2572.074761295,1141.585876383241
iowa,franklin,Nov-1,Jun-15,Jun-15,3744.860364025,891.1457430084224
iowa,franklin,Nov-1,Jul-1,Jul-1,4521.604799916667,629.2327044960291
iowa,franklin,Nov-1,Jul-15,Jul-15,4787.306883711667,521.2167406260309
iowa,fremont,Sep-15,Apr-1,Apr-1,3289.767237835294,1084.8521524720236
iowa,fremont,Sep-15,Apr-15,Apr-15,3885.589851535294,1236.1610060598239
iowa,fremont,Sep-15,May-1,May-1,4391.473340433334,1418.1462610560627
iowa,fremont,Sep-15,May-15,May-15,4664.791199305882,1538.0928962211512
iowa,fremont,Sep-15,Jun-1,Jun-1,4791.856036956863,1594.233403270945
iowa,fremont,Sep-15,Jun-15,Jun-15,4806.90600972353,1600.6988985998107
iowa,fremont,Sep-15,Jul-1,Jul-1,4807.2040240019605,1600.789576334509
iowa,fremont,Sep-15,Jul-15,Jul-15,4807.2040240019605,1600.789576334509
iowa,fremont,Oct-7,Apr-1,Apr-1,1538.6463205960783,1126.0076783793422
iowa,fremont,Oct-7,Apr-15,Apr-15,2428.5993957784312,1269.214275957815
iowa,fremont,Oct-7,May-1,May-1,3473.035144139216,1068.979739723253
iowa,fremont,Oct-7,May-15,May-15,4232.136491813725,842.4331623175062
iowa,fremont,Oct-7,Jun-1,Jun-1,4730.182964364706,709.2449891109148
iowa,fremont,Oct-7,Jun-15,Jun-15,4884.100428435294,661.0862503840598
iowa,fremont,Oct-7,Jul-1,Jul-1,4913.516754147059,650.9774490890633
iowa,fremont,Oct-7,Jul-15,Jul-15,4913.8721632843135,650.7889093610539
iowa,fremont,Nov-1,Apr-1,Apr-1,283.06951616862744,383.77833208334533
iowa,fremont,Nov-1,Apr-15,Apr-15,796.7126904705882,815.4855974885415
iowa,fremont,Nov-1,May-1,May-1,1768.5008373647058,1132.0362044314868
iowa,fremont,Nov-1,May-15,May-15,2869.3584288705883,1038.9819379289975
iowa,fremont,Nov-1,Jun-1,Jun-1,3856.3586056862746,748.9110680652794
iowa,fremont,Nov-1,Jun-15,Jun-15,4315.249849860785,578.4489987047356
iowa,fremont,Nov-1,Jul-1,Jul-1,4497.160303539215,515.5205858911387
iowa,fremont,Nov-1,Jul-15,Jul-15,4519.621148580392,508.9206074229746
iowa,greene,Sep-15,Apr-1,Apr-1,2704.3335116616668,1321.8548667558439
iowa,greene,Sep-15,Apr-15,Apr-15,3718.917093806667,1344.265074170999
iowa,greene,Sep-15,May-1,May-1,4786.679591691666,1236.279443919824
iowa,greene,Sep-15,May-15,May-15,5489.789721295,1182.7802367714517
iowa,greene,Sep-15,Jun-1,Jun-1,5912.648026595,1169.374262933603
iowa,greene,Sep-15,Jun-15,Jun-15,6020.634992493333,1153.3989424532724
iowa,greene,Sep-15,Jul-1,Jul-1,6033.653964801667,1149.5093085496285
iowa,greene,Sep-15,Jul-15,Jul-15,6033.723099605,1149.4812931345414
iowa,greene,Oct-7,Apr-1,Apr-1,600.6528031283333,748.5852159714688
iowa,greene,Oct-7,Apr-15,Apr-15,1220.6018759983333,1123.5169664883495
iowa,greene,Oct-7,May-1,May-1,2335.938298403333,1270.4056862599523
iowa,greene,Oct-7,May-15,May-15,3528.319700625,1079.5984827059126
iowa,greene,Oct-7,Jun-1,Jun-1,4566.016834828333,790.6306322716466
iowa,greene,Oct-7,Jun-15,Jun-15,5023.479884393333,584.8595337330241
iowa,greene,Oct-7,Jul-1,Jul-1,5179.951325263333,492.73670717295516
iowa,greene,Oct-7,Jul-15,Jul-15,5194.448046098333,480.56247529666194
iowa,greene,Nov-1,Apr-1,Apr-1,62.246004838333334,130.0083958677754
iowa,greene,Nov-1,Apr-15,Apr-15,241.60317285166667,433.74185703658554
iowa,greene,Nov-1,May-1,May-1,775.6704420366667,867.3707153512419
iowa,greene,Nov-1,May-15,May-15,1773.7353969966666,1106.103702206314
iowa,greene,Nov-1,Jun-1,Jun-1,3219.1757328783333,1014.4671818890345
iowa,greene,Nov-1,Jun-15,Jun-15,4117.897757638333,767.0102877896976
iowa,greene,Nov-1,Jul-1,Jul-1,4604.89972357,622.5076330761857
iowa,greene,Nov-1,Jul-15,Jul-15,4720.818239526667,594.6377763907077
iowa,grundy,Sep-15,Apr-1,Apr-1,1823.8881628833333,1211.971317074029
iowa,grundy,Sep-15,Apr-15,Apr-15,2749.127302898148,1270.0174752716903
iowa,grundy,Sep-15,May-1,May-1,3886.37802845,1118.9815342232446
iowa,grundy,Sep-15,May-15,May-15,4695.587384325926,943.4685868979409
iowa,grundy,Sep-15,Jun-1,Jun-1,5285.829169255556,886.6965256463758
iowa,grundy,Sep-15,Jun-15,Jun-15,5497.870094757407,855.3986351349002
iowa,grundy,Sep-15,Jul-1,Jul-1,5544.7703375833335,841.0797338101326
iowa,grundy,Sep-15,Jul-15,Jul-15,5546.602617075926,840.0547345202674
iowa,grundy,Oct-7,Apr-1,Apr-1,285.8983111925926,452.95519227823405
iowa,grundy,Oct-7,Apr-15,Apr-15,677.0815146407407,864.9602913417142
iowa,grundy,Oct-7,May-1,May-1,1561.6842892444445,1181.500192714356
iowa,grundy,Oct-7,May-15,May-15,2777.3945182222224,1129.099548427866
iowa,grundy,Oct-7,Jun-1,Jun-1,4022.394780314815,860.9234601142681
iowa,grundy,Oct-7,Jun-15,Jun-15,4640.005119727778,657.858643650997
iowa,grundy,Oct-7,Jul-1,Jul-1,4925.567708814815,537.662190470316
iowa,grundy,Oct-7,Jul-15,Jul-15,4973.458436722222,509.5724798741578
iowa,grundy,Nov-1,Apr-1,Apr-1,20.523100325925927,41.13251587572036
iowa,grundy,Nov-1,Apr-15,Apr-15,104.05018368518519,213.55527689962955
iowa,grundy,Nov-1,May-1,May-1,429.99728213888886,630.5725060456804
iowa,grundy,Nov-1,May-15,May-15,1185.2227411037038,1013.6083928678077
iowa,grundy,Nov-1,Jun-1,Jun-1,2678.640146048148,1067.6869709331395
iowa,grundy,Nov-1,Jun-15,Jun-15,3741.5938573555554,847.2965555663096
iowa,grundy,Nov-1,Jul-1,Jul-1,4415.488814429629,675.6410386388395
iowa,grundy,Nov-1,Jul-15,Jul-15,4634.179105487037,615.7265380922106
iowa,guthrie,Sep-15,Apr-1,Apr-1,2726.7738724020833,1209.0456683057234
iowa,guthrie,Sep-15,Apr-15,Apr-15,3593.664000225,1161.5419442589873
iowa,guthrie,Sep-15,May-1,May-1,4447.211944758334,1024.5245353460637
iowa,guthrie,Sep-15,May-15,May-15,4983.360584725,996.3251685341633
iowa,guthrie,Sep-15,Jun-1,Jun-1,5320.528714985417,999.3444306806537
iowa,guthrie,Sep-15,Jun-15,Jun-15,5411.544565154167,990.4738413846474
iowa,guthrie,Sep-15,Jul-1,Jul-1,5423.149092377083,987.9842130964238
iowa,guthrie,Sep-15,Jul-15,Jul-15,5423.20908518125,987.9610535658618
iowa,guthrie,Oct-7,Apr-1,Apr-1,679.15646181875,790.5851798245325
iowa,guthrie,Oct-7,Apr-15,Apr-15,1333.2194856895833,1139.1178604827358
iowa,guthrie,Oct-7,May-1,May-1,2432.4742087229165,1236.4447485913029
iowa,guthrie,Oct-7,May-15,May-15,3512.089773933333,995.746281223758
iowa,guthrie,Oct-7,Jun-1,Jun-1,4397.647774447917,708.4582048111528
iowa,guthrie,Oct-7,Jun-15,Jun-15,4790.786719375,527.4202468222395
iowa,guthrie,Oct-7,Jul-1,Jul-1,4929.310504058333,441.7120635323901
iowa,guthrie,Oct-7,Jul-15,Jul-15,4942.2383161083335,430.3560176069439
iowa,guthrie,Nov-1,Apr-1,Apr-1,76.48668893125,154.59734611191192
iowa,guthrie,Nov-1,Apr-15,Apr-15,281.46931635833334,476.22461753030683
iowa,guthrie,Nov-1,May-1,May-1,868.4404155208333,913.5809152261088
iowa,guthrie,Nov-1,May-15,May-15,1892.9275985604168,1112.8534199362448
iowa,guthrie,Nov-1,Jun-1,Jun-1,3248.591109722917,966.6656568100175
iowa,guthrie,Nov-1,Jun-15,Jun-15,4062.4643541104165,720.5343908198072
iowa,guthrie,Nov-1,Jul-1,Jul-1,4499.152672127083,586.8154812736805
iowa,guthrie,Nov-1,Jul-15,Jul-15,4602.6710116,557.9362553359815
iowa,hamilton,Sep-15,Apr-1,Apr-1,2235.5029129116665,1290.5514667789732
iowa,hamilton,Sep-15,Apr-15,Apr-15,3231.977387885,1338.0500029853781
iowa,hamilton,Sep-15,May-1,May-1,4416.43958706,1211.757476887154
iowa,hamilton,Sep-15,May-15,May-15,5277.99246288,1084.0614511924794
iowa,hamilton,Sep-15,Jun-1,Jun-1,5855.032124576666,1037.9691502790715
